time,SMControlTest.s[3:0],SMControlTest.rsshr,SMControlTest.rsload,SMControlTest.rsclear,SMControlTest.n[3:0],SMControlTest.mrld,SMControlTest.mdld,SMControlTest.done,SMControlTest.continue,SMControlTest.NUM_BITS,SMControlTest.clk,SMControlTest.errors[7:0],SMControlTest.mr[3:0],SMControlTest.reset_state[3:0],SMControlTest.rst,SMControlTest.start,SMControlTest.to_visit[15:0],SMControlTest.visited[15:0],SMControlTest.multiplier[31:0],SMControlTest.rs[31:0],SMControlTest.st[31:0],SMControlTest.stop_loop[31:0],SMControlTest.control.clk,SMControlTest.control.done,SMControlTest.control.mdld,SMControlTest.control.mr[3:0],SMControlTest.control.mrld,SMControlTest.control.reset_state[3:0],SMControlTest.control.rsclear,SMControlTest.control.rsload,SMControlTest.control.rsshr,SMControlTest.control.rst,SMControlTest.control.start,SMControlTest.control.n[3:0],SMControlTest.control.s[3:0]
90,0,0,0,0,0,0,0,0,1,100,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
100,0,0,0,0,0,0,0,0,1,100,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
120,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0,1,100,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,1,0,0,0,1,100,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
210,0,0,0,0,1,0,0,0,1,100,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
230,0,0,0,0,1,0,0,0,1,100,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0
240,0,0,0,0,1,0,0,0,1,100,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
260,0,0,0,0,1,0,0,0,1,100,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
280,1,0,0,1,10,1,1,0,1,100,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,10,1
290,1,0,0,1,10,1,1,0,1,100,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,10,1
300,1,0,0,1,10,1,1,0,1,100,0,0,0,0,0,1,11,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,10,1
310,1,0,0,1,10,1,1,0,1,100,0,0,1,0,0,1,11,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,10,1
330,1,0,0,1,10,1,1,0,1,100,0,0,1,0,0,0,11,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,10,1
350,1,0,0,1,10,1,1,0,1,100,0,0,1,0,1,0,11,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,10,1
370,0,0,0,0,0,0,0,0,1,100,1,0,1,0,1,0,11,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
380,0,0,0,0,0,0,0,0,1,100,0,0,1,0,1,0,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
400,0,0,0,0,0,0,0,0,1,100,0,0,1,0,0,0,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
420,0,0,0,0,0,0,0,0,1,100,1,0,1,0,0,0,11,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
430,0,0,0,0,0,0,0,0,1,100,0,0,1,0,0,0,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
440,0,0,0,0,0,0,0,0,1,100,0,0,1,0,0,0,11,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
470,0,0,0,0,1,0,0,0,1,100,0,0,1,0,0,1,11,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
490,0,0,0,0,1,0,0,0,1,100,0,0,1,0,1,1,11,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0
510,0,0,0,0,1,0,0,0,1,100,1,0,1,0,1,1,11,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0
520,0,0,0,0,1,0,0,0,1,100,0,0,1,0,1,1,11,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0
540,0,0,0,0,1,0,0,0,1,100,0,0,1,0,0,1,11,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
560,1,0,0,1,10,1,1,0,1,100,1,0,1,0,0,1,11,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,10,1
570,1,0,0,1,10,1,1,0,1,100,0,0,1,0,0,1,11,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,10,1
580,1,0,0,1,10,1,1,0,1,100,0,0,1,0,0,1,11,0,10,0,0,0,0,0,1,1,1,0,1,0,0,0,1,10,1
590,1,0,0,1,10,1,1,0,1,100,0,0,10,0,0,1,11,0,10,0,0,0,0,0,1,10,1,0,1,0,0,0,1,10,1
610,1,0,0,1,10,1,1,0,1,100,0,0,10,0,0,0,11,0,10,0,0,0,0,0,1,10,1,0,1,0,0,0,0,10,1
630,1,0,0,1,10,1,1,0,1,100,0,0,10,0,1,0,11,0,10,0,0,0,0,0,1,10,1,0,1,0,0,1,0,10,1
650,0,0,0,0,0,0,0,0,1,100,1,0,10,0,1,0,11,0,10,0,0,0,1,0,0,10,0,0,0,0,0,1,0,0,0
660,0,0,0,0,0,0,0,0,1,100,0,0,10,0,1,0,11,0,10,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0
680,0,0,0,0,0,0,0,0,1,100,0,0,10,0,0,0,11,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
700,0,0,0,0,0,0,0,0,1,100,1,0,10,0,0,0,11,0,10,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0
710,0,0,0,0,0,0,0,0,1,100,0,0,10,0,0,0,11,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
720,0,0,0,0,0,0,0,0,1,100,0,0,10,0,0,0,11,0,10,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0
750,0,0,0,0,1,0,0,0,1,100,0,0,10,0,0,1,11,0,10,0,1,0,0,0,0,10,0,0,0,0,0,0,1,1,0
770,0,0,0,0,1,0,0,0,1,100,0,0,10,0,1,1,11,0,10,0,1,0,0,0,0,10,0,0,0,0,0,1,1,1,0
790,0,0,0,0,1,0,0,0,1,100,1,0,10,0,1,1,11,0,10,0,1,0,1,0,0,10,0,0,0,0,0,1,1,1,0
800,0,0,0,0,1,0,0,0,1,100,0,0,10,0,1,1,11,0,10,0,1,0,0,0,0,10,0,0,0,0,0,1,1,1,0
820,0,0,0,0,1,0,0,0,1,100,0,0,10,0,0,1,11,0,10,0,1,0,0,0,0,10,0,0,0,0,0,0,1,1,0
840,1,0,0,1,10,1,1,0,1,100,1,0,10,0,0,1,11,0,10,0,1,0,1,0,1,10,1,0,1,0,0,0,1,10,1
850,1,0,0,1,10,1,1,0,1,100,0,0,10,0,0,1,11,0,10,0,1,0,0,0,1,10,1,0,1,0,0,0,1,10,1
860,1,0,0,1,10,1,1,0,1,100,0,0,10,0,0,1,11,0,11,0,0,0,0,0,1,10,1,0,1,0,0,0,1,10,1
870,1,0,0,1,10,1,1,0,1,100,0,0,11,0,0,1,11,0,11,0,0,0,0,0,1,11,1,0,1,0,0,0,1,10,1
890,1,0,0,1,10,1,1,0,1,100,0,0,11,0,0,0,11,0,11,0,0,0,0,0,1,11,1,0,1,0,0,0,0,10,1
910,1,0,0,1,10,1,1,0,1,100,0,0,11,0,1,0,11,0,11,0,0,0,0,0,1,11,1,0,1,0,0,1,0,10,1
930,0,0,0,0,0,0,0,0,1,100,1,0,11,0,1,0,11,0,11,0,0,0,1,0,0,11,0,0,0,0,0,1,0,0,0
940,0,0,0,0,0,0,0,0,1,100,0,0,11,0,1,0,11,0,11,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0
960,0,0,0,0,0,0,0,0,1,100,0,0,11,0,0,0,11,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
980,0,0,0,0,0,0,0,0,1,100,1,0,11,0,0,0,11,0,11,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0
990,0,0,0,0,0,0,0,0,1,100,0,0,11,0,0,0,11,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
1000,0,0,0,0,0,0,0,0,1,100,0,0,11,0,0,0,11,0,11,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0
1030,0,0,0,0,1,0,0,0,1,100,0,0,11,0,0,1,11,0,11,0,1,0,0,0,0,11,0,0,0,0,0,0,1,1,0
1050,0,0,0,0,1,0,0,0,1,100,0,0,11,0,1,1,11,0,11,0,1,0,0,0,0,11,0,0,0,0,0,1,1,1,0
1070,0,0,0,0,1,0,0,0,1,100,1,0,11,0,1,1,11,0,11,0,1,0,1,0,0,11,0,0,0,0,0,1,1,1,0
1080,0,0,0,0,1,0,0,0,1,100,0,0,11,0,1,1,11,0,11,0,1,0,0,0,0,11,0,0,0,0,0,1,1,1,0
1100,0,0,0,0,1,0,0,0,1,100,0,0,11,0,0,1,11,0,11,0,1,0,0,0,0,11,0,0,0,0,0,0,1,1,0
1120,1,0,0,1,10,1,1,0,1,100,1,0,11,0,0,1,11,0,11,0,1,0,1,0,1,11,1,0,1,0,0,0,1,10,1
1130,1,0,0,1,10,1,1,0,1,100,0,0,11,0,0,1,11,0,11,0,1,0,0,0,1,11,1,0,1,0,0,0,1,10,1
1140,1,0,0,1,10,1,1,0,1,100,0,0,11,0,0,1,11,0,100,0,0,0,0,0,1,11,1,0,1,0,0,0,1,10,1
1150,1,0,0,1,10,1,1,0,1,100,0,0,100,0,0,1,11,0,100,0,0,0,0,0,1,100,1,0,1,0,0,0,1,10,1
1170,1,0,0,1,10,1,1,0,1,100,0,0,100,0,0,0,11,0,100,0,0,0,0,0,1,100,1,0,1,0,0,0,0,10,1
1190,1,0,0,1,10,1,1,0,1,100,0,0,100,0,1,0,11,0,100,0,0,0,0,0,1,100,1,0,1,0,0,1,0,10,1
1210,0,0,0,0,0,0,0,0,1,100,1,0,100,0,1,0,11,0,100,0,0,0,1,0,0,100,0,0,0,0,0,1,0,0,0
1220,0,0,0,0,0,0,0,0,1,100,0,0,100,0,1,0,11,0,100,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,0
1240,0,0,0,0,0,0,0,0,1,100,0,0,100,0,0,0,11,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
1260,0,0,0,0,0,0,0,0,1,100,1,0,100,0,0,0,11,0,100,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0
1270,0,0,0,0,0,0,0,0,1,100,0,0,100,0,0,0,11,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
1280,0,0,0,0,0,0,0,0,1,100,0,0,100,0,0,0,11,0,100,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0
1310,0,0,0,0,1,0,0,0,1,100,0,0,100,0,0,1,11,0,100,0,1,0,0,0,0,100,0,0,0,0,0,0,1,1,0
1330,0,0,0,0,1,0,0,0,1,100,0,0,100,0,1,1,11,0,100,0,1,0,0,0,0,100,0,0,0,0,0,1,1,1,0
1350,0,0,0,0,1,0,0,0,1,100,1,0,100,0,1,1,11,0,100,0,1,0,1,0,0,100,0,0,0,0,0,1,1,1,0
1360,0,0,0,0,1,0,0,0,1,100,0,0,100,0,1,1,11,0,100,0,1,0,0,0,0,100,0,0,0,0,0,1,1,1,0
1380,0,0,0,0,1,0,0,0,1,100,0,0,100,0,0,1,11,0,100,0,1,0,0,0,0,100,0,0,0,0,0,0,1,1,0
1400,1,0,0,1,10,1,1,0,1,100,1,0,100,0,0,1,11,0,100,0,1,0,1,0,1,100,1,0,1,0,0,0,1,10,1
1410,1,0,0,1,10,1,1,0,1,100,0,0,100,0,0,1,11,0,100,0,1,0,0,0,1,100,1,0,1,0,0,0,1,10,1
1420,1,0,0,1,10,1,1,0,1,100,0,0,100,0,0,1,11,0,101,0,0,0,0,0,1,100,1,0,1,0,0,0,1,10,1
1430,1,0,0,1,10,1,1,0,1,100,0,0,101,0,0,1,11,0,101,0,0,0,0,0,1,101,1,0,1,0,0,0,1,10,1
1450,1,0,0,1,10,1,1,0,1,100,0,0,101,0,0,0,11,0,101,0,0,0,0,0,1,101,1,0,1,0,0,0,0,10,1
1470,1,0,0,1,10,1,1,0,1,100,0,0,101,0,1,0,11,0,101,0,0,0,0,0,1,101,1,0,1,0,0,1,0,10,1
1490,0,0,0,0,0,0,0,0,1,100,1,0,101,0,1,0,11,0,101,0,0,0,1,0,0,101,0,0,0,0,0,1,0,0,0
1500,0,0,0,0,0,0,0,0,1,100,0,0,101,0,1,0,11,0,101,0,0,0,0,0,0,101,0,0,0,0,0,1,0,0,0
1520,0,0,0,0,0,0,0,0,1,100,0,0,101,0,0,0,11,0,101,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0
1540,0,0,0,0,0,0,0,0,1,100,1,0,101,0,0,0,11,0,101,0,0,0,1,0,0,101,0,0,0,0,0,0,0,0,0
1550,0,0,0,0,0,0,0,0,1,100,0,0,101,0,0,0,11,0,101,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0
1560,0,0,0,0,0,0,0,0,1,100,0,0,101,0,0,0,11,0,101,0,1,0,0,0,0,101,0,0,0,0,0,0,0,0,0
1590,0,0,0,0,1,0,0,0,1,100,0,0,101,0,0,1,11,0,101,0,1,0,0,0,0,101,0,0,0,0,0,0,1,1,0
1610,0,0,0,0,1,0,0,0,1,100,0,0,101,0,1,1,11,0,101,0,1,0,0,0,0,101,0,0,0,0,0,1,1,1,0
1630,0,0,0,0,1,0,0,0,1,100,1,0,101,0,1,1,11,0,101,0,1,0,1,0,0,101,0,0,0,0,0,1,1,1,0
1640,0,0,0,0,1,0,0,0,1,100,0,0,101,0,1,1,11,0,101,0,1,0,0,0,0,101,0,0,0,0,0,1,1,1,0
1660,0,0,0,0,1,0,0,0,1,100,0,0,101,0,0,1,11,0,101,0,1,0,0,0,0,101,0,0,0,0,0,0,1,1,0
1680,1,0,0,1,10,1,1,0,1,100,1,0,101,0,0,1,11,0,101,0,1,0,1,0,1,101,1,0,1,0,0,0,1,10,1
1690,1,0,0,1,10,1,1,0,1,100,0,0,101,0,0,1,11,0,101,0,1,0,0,0,1,101,1,0,1,0,0,0,1,10,1
1700,1,0,0,1,10,1,1,0,1,100,0,0,101,0,0,1,11,0,110,0,0,0,0,0,1,101,1,0,1,0,0,0,1,10,1
1710,1,0,0,1,10,1,1,0,1,100,0,0,110,0,0,1,11,0,110,0,0,0,0,0,1,110,1,0,1,0,0,0,1,10,1
1730,1,0,0,1,10,1,1,0,1,100,0,0,110,0,0,0,11,0,110,0,0,0,0,0,1,110,1,0,1,0,0,0,0,10,1
1750,1,0,0,1,10,1,1,0,1,100,0,0,110,0,1,0,11,0,110,0,0,0,0,0,1,110,1,0,1,0,0,1,0,10,1
1770,0,0,0,0,0,0,0,0,1,100,1,0,110,0,1,0,11,0,110,0,0,0,1,0,0,110,0,0,0,0,0,1,0,0,0
1780,0,0,0,0,0,0,0,0,1,100,0,0,110,0,1,0,11,0,110,0,0,0,0,0,0,110,0,0,0,0,0,1,0,0,0
1800,0,0,0,0,0,0,0,0,1,100,0,0,110,0,0,0,11,0,110,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0
1820,0,0,0,0,0,0,0,0,1,100,1,0,110,0,0,0,11,0,110,0,0,0,1,0,0,110,0,0,0,0,0,0,0,0,0
1830,0,0,0,0,0,0,0,0,1,100,0,0,110,0,0,0,11,0,110,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0
1840,0,0,0,0,0,0,0,0,1,100,0,0,110,0,0,0,11,0,110,0,1,0,0,0,0,110,0,0,0,0,0,0,0,0,0
1870,0,0,0,0,1,0,0,0,1,100,0,0,110,0,0,1,11,0,110,0,1,0,0,0,0,110,0,0,0,0,0,0,1,1,0
1890,0,0,0,0,1,0,0,0,1,100,0,0,110,0,1,1,11,0,110,0,1,0,0,0,0,110,0,0,0,0,0,1,1,1,0
1910,0,0,0,0,1,0,0,0,1,100,1,0,110,0,1,1,11,0,110,0,1,0,1,0,0,110,0,0,0,0,0,1,1,1,0
1920,0,0,0,0,1,0,0,0,1,100,0,0,110,0,1,1,11,0,110,0,1,0,0,0,0,110,0,0,0,0,0,1,1,1,0
1940,0,0,0,0,1,0,0,0,1,100,0,0,110,0,0,1,11,0,110,0,1,0,0,0,0,110,0,0,0,0,0,0,1,1,0
1960,1,0,0,1,10,1,1,0,1,100,1,0,110,0,0,1,11,0,110,0,1,0,1,0,1,110,1,0,1,0,0,0,1,10,1
1970,1,0,0,1,10,1,1,0,1,100,0,0,110,0,0,1,11,0,110,0,1,0,0,0,1,110,1,0,1,0,0,0,1,10,1
1980,1,0,0,1,10,1,1,0,1,100,0,0,110,0,0,1,11,0,111,0,0,0,0,0,1,110,1,0,1,0,0,0,1,10,1
1990,1,0,0,1,10,1,1,0,1,100,0,0,111,0,0,1,11,0,111,0,0,0,0,0,1,111,1,0,1,0,0,0,1,10,1
2010,1,0,0,1,10,1,1,0,1,100,0,0,111,0,0,0,11,0,111,0,0,0,0,0,1,111,1,0,1,0,0,0,0,10,1
2030,1,0,0,1,10,1,1,0,1,100,0,0,111,0,1,0,11,0,111,0,0,0,0,0,1,111,1,0,1,0,0,1,0,10,1
2050,0,0,0,0,0,0,0,0,1,100,1,0,111,0,1,0,11,0,111,0,0,0,1,0,0,111,0,0,0,0,0,1,0,0,0
2060,0,0,0,0,0,0,0,0,1,100,0,0,111,0,1,0,11,0,111,0,0,0,0,0,0,111,0,0,0,0,0,1,0,0,0
2080,0,0,0,0,0,0,0,0,1,100,0,0,111,0,0,0,11,0,111,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0
2100,0,0,0,0,0,0,0,0,1,100,1,0,111,0,0,0,11,0,111,0,0,0,1,0,0,111,0,0,0,0,0,0,0,0,0
2110,0,0,0,0,0,0,0,0,1,100,0,0,111,0,0,0,11,0,111,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0
2120,0,0,0,0,0,0,0,0,1,100,0,0,111,0,0,0,11,0,111,0,1,0,0,0,0,111,0,0,0,0,0,0,0,0,0
2150,0,0,0,0,1,0,0,0,1,100,0,0,111,0,0,1,11,0,111,0,1,0,0,0,0,111,0,0,0,0,0,0,1,1,0
2170,0,0,0,0,1,0,0,0,1,100,0,0,111,0,1,1,11,0,111,0,1,0,0,0,0,111,0,0,0,0,0,1,1,1,0
2190,0,0,0,0,1,0,0,0,1,100,1,0,111,0,1,1,11,0,111,0,1,0,1,0,0,111,0,0,0,0,0,1,1,1,0
2200,0,0,0,0,1,0,0,0,1,100,0,0,111,0,1,1,11,0,111,0,1,0,0,0,0,111,0,0,0,0,0,1,1,1,0
2220,0,0,0,0,1,0,0,0,1,100,0,0,111,0,0,1,11,0,111,0,1,0,0,0,0,111,0,0,0,0,0,0,1,1,0
2240,1,0,0,1,10,1,1,0,1,100,1,0,111,0,0,1,11,0,111,0,1,0,1,0,1,111,1,0,1,0,0,0,1,10,1
2250,1,0,0,1,10,1,1,0,1,100,0,0,111,0,0,1,11,0,111,0,1,0,0,0,1,111,1,0,1,0,0,0,1,10,1
2260,1,0,0,1,10,1,1,0,1,100,0,0,111,0,0,1,11,0,1000,0,0,0,0,0,1,111,1,0,1,0,0,0,1,10,1
2270,1,0,0,1,10,1,1,0,1,100,0,0,1000,0,0,1,11,0,1000,0,0,0,0,0,1,1000,1,0,1,0,0,0,1,10,1
2290,1,0,0,1,10,1,1,0,1,100,0,0,1000,0,0,0,11,0,1000,0,0,0,0,0,1,1000,1,0,1,0,0,0,0,10,1
2310,1,0,0,1,10,1,1,0,1,100,0,0,1000,0,1,0,11,0,1000,0,0,0,0,0,1,1000,1,0,1,0,0,1,0,10,1
2330,0,0,0,0,0,0,0,0,1,100,1,0,1000,0,1,0,11,0,1000,0,0,0,1,0,0,1000,0,0,0,0,0,1,0,0,0
2340,0,0,0,0,0,0,0,0,1,100,0,0,1000,0,1,0,11,0,1000,0,0,0,0,0,0,1000,0,0,0,0,0,1,0,0,0
2360,0,0,0,0,0,0,0,0,1,100,0,0,1000,0,0,0,11,0,1000,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0
2380,0,0,0,0,0,0,0,0,1,100,1,0,1000,0,0,0,11,0,1000,0,0,0,1,0,0,1000,0,0,0,0,0,0,0,0,0
2390,0,0,0,0,0,0,0,0,1,100,0,0,1000,0,0,0,11,0,1000,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0
2400,0,0,0,0,0,0,0,0,1,100,0,0,1000,0,0,0,11,0,1000,0,1,0,0,0,0,1000,0,0,0,0,0,0,0,0,0
2430,0,0,0,0,1,0,0,0,1,100,0,0,1000,0,0,1,11,0,1000,0,1,0,0,0,0,1000,0,0,0,0,0,0,1,1,0
2450,0,0,0,0,1,0,0,0,1,100,0,0,1000,0,1,1,11,0,1000,0,1,0,0,0,0,1000,0,0,0,0,0,1,1,1,0
2470,0,0,0,0,1,0,0,0,1,100,1,0,1000,0,1,1,11,0,1000,0,1,0,1,0,0,1000,0,0,0,0,0,1,1,1,0
2480,0,0,0,0,1,0,0,0,1,100,0,0,1000,0,1,1,11,0,1000,0,1,0,0,0,0,1000,0,0,0,0,0,1,1,1,0
2500,0,0,0,0,1,0,0,0,1,100,0,0,1000,0,0,1,11,0,1000,0,1,0,0,0,0,1000,0,0,0,0,0,0,1,1,0
2520,1,0,0,1,10,1,1,0,1,100,1,0,1000,0,0,1,11,0,1000,0,1,0,1,0,1,1000,1,0,1,0,0,0,1,10,1
2530,1,0,0,1,10,1,1,0,1,100,0,0,1000,0,0,1,11,0,1000,0,1,0,0,0,1,1000,1,0,1,0,0,0,1,10,1
2540,1,0,0,1,10,1,1,0,1,100,0,0,1000,0,0,1,11,0,1001,0,0,0,0,0,1,1000,1,0,1,0,0,0,1,10,1
2550,1,0,0,1,10,1,1,0,1,100,0,0,1001,0,0,1,11,0,1001,0,0,0,0,0,1,1001,1,0,1,0,0,0,1,10,1
2570,1,0,0,1,10,1,1,0,1,100,0,0,1001,0,0,0,11,0,1001,0,0,0,0,0,1,1001,1,0,1,0,0,0,0,10,1
2590,1,0,0,1,10,1,1,0,1,100,0,0,1001,0,1,0,11,0,1001,0,0,0,0,0,1,1001,1,0,1,0,0,1,0,10,1
2610,0,0,0,0,0,0,0,0,1,100,1,0,1001,0,1,0,11,0,1001,0,0,0,1,0,0,1001,0,0,0,0,0,1,0,0,0
2620,0,0,0,0,0,0,0,0,1,100,0,0,1001,0,1,0,11,0,1001,0,0,0,0,0,0,1001,0,0,0,0,0,1,0,0,0
2640,0,0,0,0,0,0,0,0,1,100,0,0,1001,0,0,0,11,0,1001,0,0,0,0,0,0,1001,0,0,0,0,0,0,0,0,0
2660,0,0,0,0,0,0,0,0,1,100,1,0,1001,0,0,0,11,0,1001,0,0,0,1,0,0,1001,0,0,0,0,0,0,0,0,0
2670,0,0,0,0,0,0,0,0,1,100,0,0,1001,0,0,0,11,0,1001,0,0,0,0,0,0,1001,0,0,0,0,0,0,0,0,0
2680,0,0,0,0,0,0,0,0,1,100,0,0,1001,0,0,0,11,0,1001,0,1,0,0,0,0,1001,0,0,0,0,0,0,0,0,0
2710,0,0,0,0,1,0,0,0,1,100,0,0,1001,0,0,1,11,0,1001,0,1,0,0,0,0,1001,0,0,0,0,0,0,1,1,0
2730,0,0,0,0,1,0,0,0,1,100,0,0,1001,0,1,1,11,0,1001,0,1,0,0,0,0,1001,0,0,0,0,0,1,1,1,0
2750,0,0,0,0,1,0,0,0,1,100,1,0,1001,0,1,1,11,0,1001,0,1,0,1,0,0,1001,0,0,0,0,0,1,1,1,0
2760,0,0,0,0,1,0,0,0,1,100,0,0,1001,0,1,1,11,0,1001,0,1,0,0,0,0,1001,0,0,0,0,0,1,1,1,0
2780,0,0,0,0,1,0,0,0,1,100,0,0,1001,0,0,1,11,0,1001,0,1,0,0,0,0,1001,0,0,0,0,0,0,1,1,0
2800,1,0,0,1,10,1,1,0,1,100,1,0,1001,0,0,1,11,0,1001,0,1,0,1,0,1,1001,1,0,1,0,0,0,1,10,1
2810,1,0,0,1,10,1,1,0,1,100,0,0,1001,0,0,1,11,0,1001,0,1,0,0,0,1,1001,1,0,1,0,0,0,1,10,1
2820,1,0,0,1,10,1,1,0,1,100,0,0,1001,0,0,1,11,0,1010,0,0,0,0,0,1,1001,1,0,1,0,0,0,1,10,1
2830,1,0,0,1,10,1,1,0,1,100,0,0,1010,0,0,1,11,0,1010,0,0,0,0,0,1,1010,1,0,1,0,0,0,1,10,1
2850,1,0,0,1,10,1,1,0,1,100,0,0,1010,0,0,0,11,0,1010,0,0,0,0,0,1,1010,1,0,1,0,0,0,0,10,1
2870,1,0,0,1,10,1,1,0,1,100,0,0,1010,0,1,0,11,0,1010,0,0,0,0,0,1,1010,1,0,1,0,0,1,0,10,1
2890,0,0,0,0,0,0,0,0,1,100,1,0,1010,0,1,0,11,0,1010,0,0,0,1,0,0,1010,0,0,0,0,0,1,0,0,0
2900,0,0,0,0,0,0,0,0,1,100,0,0,1010,0,1,0,11,0,1010,0,0,0,0,0,0,1010,0,0,0,0,0,1,0,0,0
2920,0,0,0,0,0,0,0,0,1,100,0,0,1010,0,0,0,11,0,1010,0,0,0,0,0,0,1010,0,0,0,0,0,0,0,0,0
2940,0,0,0,0,0,0,0,0,1,100,1,0,1010,0,0,0,11,0,1010,0,0,0,1,0,0,1010,0,0,0,0,0,0,0,0,0
2950,0,0,0,0,0,0,0,0,1,100,0,0,1010,0,0,0,11,0,1010,0,0,0,0,0,0,1010,0,0,0,0,0,0,0,0,0
2960,0,0,0,0,0,0,0,0,1,100,0,0,1010,0,0,0,11,0,1010,0,1,0,0,0,0,1010,0,0,0,0,0,0,0,0,0
2990,0,0,0,0,1,0,0,0,1,100,0,0,1010,0,0,1,11,0,1010,0,1,0,0,0,0,1010,0,0,0,0,0,0,1,1,0
3010,0,0,0,0,1,0,0,0,1,100,0,0,1010,0,1,1,11,0,1010,0,1,0,0,0,0,1010,0,0,0,0,0,1,1,1,0
3030,0,0,0,0,1,0,0,0,1,100,1,0,1010,0,1,1,11,0,1010,0,1,0,1,0,0,1010,0,0,0,0,0,1,1,1,0
3040,0,0,0,0,1,0,0,0,1,100,0,0,1010,0,1,1,11,0,1010,0,1,0,0,0,0,1010,0,0,0,0,0,1,1,1,0
3060,0,0,0,0,1,0,0,0,1,100,0,0,1010,0,0,1,11,0,1010,0,1,0,0,0,0,1010,0,0,0,0,0,0,1,1,0
3080,1,0,0,1,10,1,1,0,1,100,1,0,1010,0,0,1,11,0,1010,0,1,0,1,0,1,1010,1,0,1,0,0,0,1,10,1
3090,1,0,0,1,10,1,1,0,1,100,0,0,1010,0,0,1,11,0,1010,0,1,0,0,0,1,1010,1,0,1,0,0,0,1,10,1
3100,1,0,0,1,10,1,1,0,1,100,0,0,1010,0,0,1,11,0,1011,0,0,0,0,0,1,1010,1,0,1,0,0,0,1,10,1
